"participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur"
171,22,"Woman","Right-handed","4","Backward",NA,277,284.444444444444,"2",NA,1.07337526205451,0.0733752620545074,265,"cst","3","2","1","3","2","5","graphic (obj)","spd_inst",NA,116
172,40,"Woman","Right-handed","5","Backward",NA,200,248.888888888889,"2",NA,0.9760348583878,-0.0239651416122004,255,"cst","2","4","1","4","3","2","graphic (obj)","spd_inst",NA,116
173,60,"Woman","Right-handed","4","Forward",NA,190,259.555555555556,"1",NA,0.96849087893864,-0.0315091210613599,268,"cst","3","1","3","2","1","6","graphic (obj)","spd_inst",NA,116
174,42,"Woman","Right-handed","1","Forward",NA,300,NA,"3",NA,NA,NA,82,"dec",NA,"1","1","2","2","2","graphic (obj)","spd_inst",NA,116
175,29,"Woman","Right-handed","3","Forward",NA,350,263.111111111111,"1",NA,1.22377260981912,0.223772609819121,215,"dec","3","3","1","2","3","2","graphic (obj)","spd_inst",NA,116
177,47,"Woman","Right-handed","2","Backward",NA,300,320,"3",NA,1.17216117216117,0.172161172161172,273,"cst","3","3","2","3","2","5","graphic (obj)","spd_inst",NA,124
178,40,"Woman","Right-handed","6","Backward",NA,200,209.777777777778,"2",NA,0.762828282828283,-0.237171717171717,275,"cst","3","2","1","2","2","3","graphic (obj)","spd_inst",NA,124
179,54,"Man","Right-handed","1","Forward",NA,300,110.222222222222,"2",NA,2.04115226337449,1.04115226337449,54,"acc","3","3","2","3","2","2","graphic (obj)","spd_inst",NA,116
182,NA,"Man",NA,"3","Forward",NA,300,272,"3",NA,1.0625,0.0625,256,"cst","4","1","1","3","1","5","graphic (obj)","spd_inst",NA,124
187,45,"Man","Right-handed","1","Forward",NA,320,160,"3",NA,0.776699029126214,-0.223300970873786,206,"dec","3","2","2","2","3","5","graphic (obj)","spd_inst",NA,124
188,38,"Man","Right-handed","6","Forward",NA,180,227.555555555556,"2",NA,0.812698412698413,-0.187301587301587,280,"acc","3","2","1","3","3","2","graphic (obj)","spd_inst",NA,116
189,38,"Woman","Right-handed","2","Backward",NA,300,234.666666666667,"3",NA,0.823391812865497,-0.176608187134503,285,"cst","3","2","1","2","2","1","graphic (obj)","spd_inst",NA,116
191,50,"Man","Right-handed","6","Forward",NA,300,NA,"3",NA,NA,NA,285,"cst","3","2","1","3","1","5","graphic (obj)","spd_inst",NA,124
192,21,"Man","Right-handed","2","Forward",NA,400,NA,"2",NA,NA,NA,291,"cst","3","3","1","2","1","2","graphic (obj)","spd_inst",NA,124
194,63,"Man","Left-handed","3","Forward",NA,250,NA,"2",NA,NA,NA,231,"cst","2","2","2","2","2","2","graphic (obj)","spd_inst",NA,124
197,23,"Woman","Right-handed","2","Forward",NA,180,257.777777777778,"2",NA,0.991452991452991,-0.00854700854700857,260,"cst","3","2","1","2","1","2","graphic (obj)","spd_inst",NA,116
198,26,"Woman","Right-handed","1","Backward",NA,350,64,"2",NA,1.18518518518519,0.185185185185185,54,"acc","3","1","1","3","1","1","graphic (obj)","spd_inst",NA,116
199,42,"Man","Left-handed","5","Backward",NA,300,277.333333333333,"3",NA,0.95632183908046,-0.0436781609195401,290,"cst","3","2","1","3","1","2","graphic (obj)","spd_inst",NA,116
200,30,"Man","Right-handed","6","Forward",NA,363,NA,"2",NA,NA,NA,104,"dec","3","3","1","3","1","2","graphic (obj)","spd_inst",NA,116
201,35,"Man","Right-handed","2","Forward",NA,390,220.444444444444,"3",NA,0.835016835016835,-0.164983164983165,264,"cst","3","3","1","3","3","6","graphic (obj)","spd_inst",NA,116
202,30,"Woman","Right-handed","4","Forward",NA,530,119.111111111111,"1",NA,0.773448773448773,-0.226551226551227,154,"dec","2","4","1","3","3","2","graphic (obj)","spd_inst",NA,116
206,49,"Woman","Right-handed","4","Forward",NA,250,254.222222222222,"2",NA,0.885791715060008,-0.114208284939992,287,"dec","4","2","1","3","1","3","graphic (obj)","spd_inst",NA,124
207,26,"Man","Right-handed","1","Backward",NA,300,200.888888888889,"3",NA,1.33925925925926,0.339259259259259,150,"acc","3","1","1","3","3","5","graphic (obj)","spd_inst",NA,116
208,41,"Woman","Left-handed","3","Forward",NA,300,320,"3",NA,1.12280701754386,0.12280701754386,285,"cst","3","1","1","4","1","5","graphic (obj)","spd_inst",NA,124
209,72,"Man","Right-handed","4","Forward",NA,305,263.111111111111,"3",NA,0.882923191648024,-0.117076808351976,298,"cst","3","3","1","3","1","3","graphic (obj)","spd_inst",NA,124
210,58,"Man","Right-handed","4","Backward",NA,220,247.111111111111,"2",NA,0.867056530214425,-0.132943469785575,285,"cst","3","3","2","3","2","5","graphic (obj)","spd_inst",NA,124
211,69,"Woman","Right-handed","6","Backward",NA,350,67.5555555555556,"2",NA,0.813922356091031,-0.186077643908969,83,"dec",NA,"1","2","3","1","2","graphic (obj)","spd_inst",NA,124
212,55,"Woman","Right-handed","5","Forward",NA,400,158.222222222222,"2",NA,0.588186699710863,-0.411813300289137,269,"cst","3","2","2","2","1","5","graphic (obj)","spd_inst",NA,124
213,50,"Man","Right-handed","5","Forward",NA,300,NA,"3",NA,NA,NA,290,"cst","3","3","1","3","1","2","graphic (obj)","spd_inst",NA,124
214,31,"Woman","Right-handed","4","Backward",NA,280,112,"3",NA,1.31764705882353,0.317647058823529,85,"dec","3","2","1","3","1","5","graphic (obj)","spd_inst",NA,124
215,27,"Man","Right-handed","3","Backward",NA,300,NA,"2",NA,NA,NA,60,"dec","4",NA,"1","4","1","2","graphic (obj)","spd_inst",NA,124
216,24,"Woman","Left-handed","6","Backward",NA,250,92.4444444444444,"2",NA,0.88042328042328,-0.11957671957672,105,"acc","4","1","1","4","1","2","graphic (obj)","spd_inst",NA,116
217,37,"Woman","Right-handed","1","Backward",NA,250,286.222222222222,"2",NA,1.24444444444444,0.244444444444444,230,"acc","4","1","1","1","1","2","graphic (obj)","spd_inst",NA,116
218,21,"Man","Right-handed","5","Forward",NA,250,110.222222222222,"2",NA,1.83703703703704,0.837037037037037,60,"dec","3","1","1","2","2","2","graphic (obj)","spd_inst",NA,116
219,26,"Woman","Right-handed","2","Backward",NA,290,117.333333333333,"4",NA,0.761904761904762,-0.238095238095238,154,"dec","3","4","2","2","1","2","graphic (obj)","spd_inst",NA,116
220,22,"Woman","Right-handed","3","Forward",NA,260,261.333333333333,"1",NA,1.74222222222222,0.742222222222222,150,"acc","4","3","3","2","2","5","graphic (obj)","spd_inst",NA,116
221,34,"Woman","Right-handed","4","Forward",NA,315,311.111111111111,"3",NA,1.1522633744856,0.152263374485597,270,"cst","4","3","2","2","4","5","graphic (obj)","spd_inst",NA,116
222,27,"Man","Right-handed","1","Forward",NA,320,234.666666666667,"3",NA,1.56444444444444,0.564444444444444,150,"acc","3","2","1","3","2","3","graphic (obj)","spd_inst",NA,116
223,37,"Man","Right-handed","2","Backward",NA,300,NA,"2",NA,NA,NA,150,"dec","3","3","2","3","1","3","graphic (obj)","spd_inst",NA,116
224,26,"Woman","Right-handed","2","Backward",NA,310,119.111111111111,"2",NA,1.98518518518519,0.985185185185185,60,"dec","3","3","3","2","1","5","graphic (obj)","spd_inst",NA,116
225,37,"Woman","Left-handed","5","Forward",NA,250,206.222222222222,"2",NA,0.838301716350497,-0.161698283649503,246,"cst","3","2","2","3","2","1","graphic (obj)","spd_inst",NA,116
226,21,"Man","Right-handed","1","Backward",NA,300,241.777777777778,"3",NA,0.994970278920896,-0.00502972107910382,243,"dec","4","1","1","3","1","5","graphic (obj)","spd_inst",NA,116
227,33,"Woman","Left-handed","6","Backward",NA,250,112,"2",NA,1.24444444444444,0.244444444444444,90,"dec","3","3","1","3","2","2","graphic (obj)","spd_inst",NA,116
229,46,"Man","Right-handed","3","Forward",NA,300,279.111111111111,"3",NA,1.21352657004831,0.213526570048309,230,"acc","3","2","1","3","1","5","graphic (obj)","spd_inst",NA,116
231,35,"Woman","Right-handed","6","Forward",NA,250,243.555555555556,"1",NA,0.831247629882442,-0.168752370117558,293,"cst","2","3","1","2","1","2","graphic (obj)","spd_inst",NA,116
232,22,"Man","Left-handed","2","Backward",NA,300,296.888888888889,"3",NA,1.0098261526833,0.00982615268329563,294,"cst","3","1","1","2","1","5","graphic (obj)","spd_inst",NA,116
233,36,"Man","Left-handed","5","Backward",NA,300,307.555555555556,"3",NA,1.07914230019493,0.0791423001949317,285,"cst","2","3","1","3","1","2","graphic (obj)","spd_inst",NA,116
234,35,"Woman","Right-handed","3","Backward",NA,360,266.666666666667,"2",NA,1.0062893081761,0.0062893081761007,265,"cst","3","3","3","3","1","2","graphic (obj)","spd_inst",NA,116
235,24,"Woman","Left-handed","1","Backward",NA,353,238.222222222222,"2",NA,0.916239316239316,-0.0837606837606837,260,"cst","3","3","1","3","2","2","graphic (obj)","spd_inst",NA,116
236,30,"Man","Right-handed","3","Backward",NA,300,240,"3",NA,1.02127659574468,0.0212765957446809,235,"cst","2","1","2","3","1","2","graphic (obj)","spd_inst",NA,116
238,40,"Man","Left-handed","4","Forward",NA,300,101.333333333333,"3",NA,1.16475095785441,0.164750957854406,87,"dec","3","3","1","4","1","2","graphic (obj)","spd_inst",NA,116
239,22,"Man","Left-handed","5","Forward",NA,315,268.444444444444,"3",NA,1.00540990428631,0.00540990428630883,267,"cst","3","1","1","3","2","5","graphic (obj)","spd_inst",NA,124
240,51,"Woman","Right-handed","6","Backward",NA,200,238.222222222222,"1",NA,1.08282828282828,0.0828282828282829,220,"cst","3","3",NA,"4","1","2","graphic (obj)","spd_inst",NA,124
241,29,"Man","Left-handed","4","Backward",NA,265,160,NA,NA,0.622568093385214,-0.377431906614786,257,"cst","1","2","1","3","4","2","graphic (obj)","spd_inst",NA,124
242,24,"Man","Right-handed","1","Forward",NA,250,206.222222222222,"2",NA,0.778197064989518,-0.221802935010482,265,"cst","3","1","1","3","2","2","graphic (obj)","spd_inst",NA,124
244,18,"Woman","Right-handed","2","Backward",NA,300,280.888888888889,"3",NA,1.05597326649958,0.0559732664995824,266,"cst","3","2","1","3","3","4","graphic (obj)","spd_inst",NA,124
245,18,"Man","Right-handed","1","Backward",NA,260,272,"2",NA,1.04214559386973,0.0421455938697318,261,"cst","2","3","2","2","3","5","graphic (obj)","spd_inst",NA,124
246,18,"Man","Right-handed","5","Forward",NA,330,259.555555555556,"3",NA,0.983164983164983,-0.0168350168350169,264,"cst","2","1","1","3","1","5","graphic (obj)","spd_inst",NA,124
248,26,"Woman","Right-handed","2","Forward",NA,298,140.444444444444,"2",NA,1.01771336553945,0.0177133655394526,138,"dec","4","1","1","3","1","2","graphic (obj)","spd_inst",NA,124
249,21,"Woman","Right-handed","1","Backward",NA,335,280.888888888889,"3",NA,0.968582375478927,-0.0314176245210727,290,"cst","2","1","2","2","3","5","graphic (obj)","spd_inst",NA,116
250,33,"Man","Right-handed","4","Forward",NA,320,272,"3",NA,0.928327645051195,-0.0716723549488055,293,"cst","2","3","1","4","2","2","graphic (obj)","spd_inst",NA,116
251,21,"Man","Right-handed","6","Backward",NA,350,254.222222222222,"4",NA,1.61924982307148,0.619249823071479,157,"cst","3","3","3","2","3","5","graphic (obj)","spd_inst",NA,116
252,22,"Woman","Right-handed","5","Forward",NA,300,225.777777777778,"2",NA,1.02626262626263,0.0262626262626264,220,"cst","3","2","2","3","2","2","graphic (obj)","spd_inst",NA,116
253,24,"Man","Left-handed","3","Backward",NA,300,113.777777777778,"2",NA,0.842798353909465,-0.157201646090535,135,"acc","2","2","1","3","1","1","graphic (obj)","spd_inst",NA,116
256,19,"Woman","Right-handed","5","Backward",NA,250,197.333333333333,"2",NA,0.668926553672316,-0.331073446327684,295,"cst","3","2","1","4","1","5","graphic (obj)","spd_inst",NA,116
257,19,"Man","Left-handed","3","Forward",NA,270,NA,"2",NA,NA,NA,155,"cst","2","2","3","3","2","6","graphic (obj)","spd_inst",NA,116
258,19,"Woman","Right-handed","4","Backward",NA,250,197.333333333333,"3",NA,1.28976034858388,0.289760348583878,153,"cst","2","4","2","3","2","6","graphic (obj)","spd_inst",NA,116
259,36,"Man","Right-handed","6","Forward",NA,350,241.777777777778,"2",NA,1.12454780361757,0.124547803617571,215,"cst","3","2","1","3","2","2","graphic (obj)","spd_inst",NA,116
260,55,"Man","Right-handed","1","Backward",NA,300,266.666666666667,"3",NA,1.06666666666667,0.0666666666666667,250,"cst","3","2","2","3","1","2","graphic (obj)","spd_inst",NA,116
261,30,"Woman","Right-handed","2","Forward",NA,300,245.333333333333,NA,NA,0.860818713450292,-0.139181286549708,285,"cst","2","2","2","3","3","5","graphic (obj)","spd_inst",NA,116
262,23,"Woman","Right-handed","4","Forward",NA,300,NA,"3",NA,NA,NA,269,"cst","3","3","1","3","1","2","graphic (obj)","spd_inst",NA,116
263,26,"Woman","Right-handed","6","Backward",NA,320,96,"3",NA,0.872727272727273,-0.127272727272727,110,"dec","3","3","1","3","2","5","graphic (obj)","spd_inst",NA,116
264,22,"Woman","Right-handed","5","Forward",NA,280,129.777777777778,"2",NA,0.811111111111111,-0.188888888888889,160,"acc","3","1","2","3","1","2","graphic (obj)","spd_inst",NA,124
265,40,"Woman","Right-handed","3","Forward",NA,600,112,"2",NA,1.01818181818182,0.0181818181818182,110,"dec","4","4","1","4","1","1","graphic (obj)","spd_inst",NA,116
266,27,"Man","Right-handed","3","Backward",NA,300,NA,"4",NA,NA,NA,275,"cst","3","1","1","4","1","5","graphic (obj)","spd_inst",NA,124
267,56,"Woman","Right-handed","2","Forward",NA,300,NA,"3",NA,NA,NA,275,"acc","3","3",NA,NA,"3","1","graphic (obj)","spd_inst",NA,124
268,30,"Woman","Left-handed","4","Forward",NA,320,277.333333333333,"3",NA,0.936936936936937,-0.0630630630630629,296,"cst","3","1","1","3","1","2","graphic (obj)","spd_inst",NA,124
269,27,"Woman","Left-handed","1","Forward",NA,230,213.333333333333,"3",NA,0.723163841807909,-0.27683615819209,295,"cst","2","1","1","4","3","5","graphic (obj)","spd_inst",NA,124
270,66,"Man","Right-handed","6","Backward",NA,300,282.666666666667,"2",NA,0.991812865497076,-0.00818713450292411,285,"cst",NA,"1","3","3","3","2","graphic (obj)","spd_inst",NA,124
271,46,"Man","Left-handed","5","Forward",NA,320,215.111111111111,"3",NA,0.860444444444445,-0.139555555555555,250,"acc","2","2","1","3","1","2","graphic (obj)","spd_inst",NA,124
272,56,"Woman","Right-handed","2","Forward",NA,210,74.6666666666667,"2",NA,0.921810699588477,-0.0781893004115226,81,"acc","4",NA,"2","2","1","5","graphic (obj)","spd_inst",NA,124
273,49,"Woman","Left-handed","4","Backward",NA,300,NA,"3",NA,NA,NA,160,"cst","3","2","1","3","2","5","graphic (obj)","spd_inst",NA,124
274,24,"Woman","Right-handed","6","Forward",NA,280,204.444444444444,"3",NA,1.39077853363568,0.390778533635676,147,"cst","2","3","2","2","3","2","graphic (obj)","spd_inst",NA,124
276,21,"Man","Left-handed","1","Backward",NA,300,264.888888888889,"3",NA,0.99958071278826,-0.000419287211740161,265,"cst","3","1","1","3","3","5","graphic (obj)","spd_inst",NA,124
278,35,"Man","Right-handed","6","Backward",NA,280,184.888888888889,"3",NA,1.15555555555556,0.155555555555555,160,"acc","2","2","1","3","1","2","graphic (obj)","spd_inst",NA,124
279,21,"Man","Right-handed","5","Forward",NA,230,234.666666666667,"3",NA,0.853333333333333,-0.146666666666667,275,"acc","3","2","1","3","1","2","graphic (obj)","spd_inst",NA,124
280,32,"Man","Right-handed","1","Forward",NA,350,152.888888888889,"2",NA,1.0544061302682,0.0544061302681992,145,"cst","3","1","1","1","1","2","graphic (obj)","spd_inst",NA,124
281,60,"Man","Right-handed","2","Forward",NA,320,231.111111111111,"3",NA,0.783427495291902,-0.216572504708098,295,"cst","3","3","1","3","1","2","graphic (obj)","spd_inst",NA,124
282,39,"Man","Right-handed","3","Forward",NA,400,208,"2",NA,0.77037037037037,-0.22962962962963,270,"cst","3","2","1","3","2","2","graphic (obj)","spd_inst",NA,124
283,66,"Man","Right-handed","4","Forward",NA,320,296.888888888889,"4",NA,1.003003003003,0.00300300300300309,296,"cst","3","3","1","3","1","2","graphic (obj)","spd_inst",NA,124
284,50,"Man","Right-handed","4","Forward",NA,330,254.222222222222,"4",NA,0.861770244821092,-0.138229755178908,295,"cst","3","2","2","3","2","5","graphic (obj)","spd_inst",NA,124
285,24,"Woman","Right-handed","6","Backward",NA,400,NA,"2",NA,NA,NA,293,"cst","3","3","1","3","1","2","graphic (obj)","spd_inst",NA,124
1,NA,NA,NA,"1","Backward",NA,295,160,"2",NA,1.02494624922687,0.0249462492268725,156.105747126437,"cst","2","3","1","4","1","2","numeric","spd_mean",NA,124
3,NA,NA,NA,"4","Forward",NA,315,250,"3",NA,4.96760259179266,3.96760259179266,50.3260869565217,"acc","3","3","1",NA,"1","6","numeric","spd_mean",NA,116
4,NA,NA,NA,"6","Backward",NA,365,30,"3",NA,0.493221805595616,-0.506778194404384,60.8245614035088,"acc","2","3","1","3","2","2","numeric","spd_mean",NA,116
5,NA,NA,NA,"5",NA,NA,320,190,"2",NA,1.98131653269607,0.981316532696068,95.8958333333333,"acc","4","1","1","3","1","2","numeric","spd_mean",NA,116
6,NA,NA,NA,"3",NA,NA,200,200,"2",NA,0.877110694183865,-0.122889305816135,228.021390374332,"dec","4","3","1","4","1","6","numeric","spd_mean",NA,116
7,NA,NA,NA,"1","Forward",NA,200,130,"1",NA,0.587794459294047,-0.412205540705953,221.165745856354,"cst","3","1","1","3","1","2","numeric","spd_mean",NA,116
8,NA,NA,NA,"2","Forward",NA,300,100,"3",NA,0.708987783595113,-0.291012216404887,141.046153846154,"cst","2","3","2","3","3","5","numeric","spd_mean",NA,116
9,NA,NA,NA,"4","Forward",NA,200,200,"2",NA,1.0097925446365,0.00979254463649503,198.060483870968,"cst","3","2","1","4","1","2","numeric","spd_mean",NA,116
10,NA,NA,NA,"6","Forward",NA,300,250,"2",NA,1.10549231257653,0.105492312576534,226.14358974359,"cst","3","1","1","3","1","5","numeric","spd_mean",NA,116
11,NA,NA,NA,"1","Backward",NA,300,120,"2",NA,0.695815238847217,-0.304184761152783,172.459574468085,"cst","2","2","2","2","2","2","numeric","spd_mean",NA,116
12,NA,NA,NA,"3","Forward",NA,140,110,"2",NA,0.509172221272717,-0.490827778727283,216.036923076923,"cst",NA,NA,NA,NA,NA,"6","numeric","spd_mean",NA,116
13,NA,NA,NA,"2","Forward",NA,490,350,"2",NA,1.84831460674157,0.848314606741573,189.36170212766,"cst","2","2","2","3","2","2","numeric","spd_mean",NA,116
14,NA,NA,NA,"4","Backward",NA,200,170,"2",NA,0.893499308437068,-0.106500691562932,190.263157894737,"cst","3","3","1","2","1","2","numeric","spd_mean",NA,116
15,NA,NA,NA,"6","Backward",NA,300,250,"2",NA,1.15553501271089,0.155535012710885,216.35,"cst","2","2","2","2","1","5","numeric","spd_mean",NA,116
17,NA,NA,NA,"3","Forward",NA,250,210,"2",NA,4.12649677617439,3.12649677617439,50.890625,"acc","4","1","1","2","2","2","numeric","spd_mean",NA,124
18,NA,NA,NA,"1","Backward",NA,250,230,"3",NA,1.08257344779621,0.0825734477962148,212.45671641791,"cst","3","3","1","3","1","6","numeric","spd_mean",NA,116
19,NA,NA,NA,"1","Forward",NA,200,150,"2",NA,0.706026161606227,-0.293973838393773,212.45671641791,"cst","3","3","2","3","2","6","numeric","spd_mean",NA,116
20,NA,NA,NA,"3","Backward",NA,300,200,"2",NA,0.885350863027102,-0.114649136972898,225.899141630901,"cst","3","2","1","3","1","2","numeric","spd_mean",NA,116
21,NA,"Man",NA,"3","Forward",NA,230,200,"3",NA,0.912234042553191,-0.0877659574468086,219.241982507289,"dec","3","2","1","2","1","2","numeric","spd_mean",NA,124
22,NA,NA,NA,"5","Forward",NA,320,200,"3",NA,0.964054537942432,-0.0359454620575678,207.457142857143,"cst","3","2","1","3","2","6","numeric","spd_mean",NA,116
23,NA,NA,NA,"1","Backward",NA,170,150,"4",NA,0.685246060137291,-0.314753939862709,218.899470899471,"cst","4","2","1","4","2","2","numeric","spd_mean",NA,116
24,NA,NA,NA,"1","Backward",NA,270,225,"3",NA,1.02786909020594,0.0278690902059363,218.899470899471,"cst","3","3","1","3","2","5","numeric","spd_mean",NA,116
25,NA,NA,NA,"6","Forward",NA,NA,300,"2",NA,1.32216373143986,0.322163731439864,226.900793650794,"cst","4",NA,"1",NA,"1","1","numeric","spd_mean",NA,116
27,NA,NA,NA,"3","Forward",NA,300,260,"3",NA,1.11843013781865,0.118430137818654,232.468699839486,"dec","4","3","1","3","1","2","numeric","spd_mean",NA,116
28,NA,"Woman",NA,"3","Backward",NA,350,250,"1",NA,1.10180310953322,0.10180310953322,226.900793650794,"cst","1","1","1","2","4","1","numeric","spd_mean",NA,116
29,NA,NA,NA,"6","Forward",NA,320,200,"2",NA,1.30025375920139,0.300253759201393,153.816129032258,"cst","2","3","1","1","3","2","numeric","spd_mean",NA,124
30,NA,NA,NA,"5","Forward",NA,360,220,"3",NA,1.34728682170543,0.347286821705426,163.291139240506,"cst","3","2","1","4","3","2","numeric","spd_mean",NA,116
31,NA,NA,NA,"5","Forward",NA,NA,NA,"1",NA,NA,NA,166.450617283951,"cst","3","1","1","4","1","1","numeric","spd_mean",NA,116
32,NA,NA,NA,"2","Backward",NA,305,230,"2",NA,1.05648979848668,0.0564897984866838,217.702054794521,"cst","2","1","1","3","2","2","numeric","spd_mean",NA,116
33,NA,NA,NA,"6","Backward",NA,320,280,"3",NA,1.23435253070558,0.23435253070558,226.839572192513,"cst","3","2","1","3","1","2","numeric","spd_mean",NA,116
34,NA,NA,NA,"6","Forward",NA,300,200,"2",NA,0.873236238271694,-0.126763761728306,229.033096926714,"cst","2","2","1","3","1","2","numeric","spd_mean",NA,116
35,NA,NA,NA,"2","Forward",NA,NA,130,"1",NA,0.604671251536596,-0.395328748463404,214.992857142857,"cst","3","2","1","3","1","6","numeric","spd_mean",NA,116
36,NA,NA,NA,"4","Forward",NA,NA,230,"1",NA,1.04312426475141,0.0431242647514085,220.491467576792,"cst","2","2","1","3","3","1","numeric","spd_mean",NA,116
38,NA,"Man",NA,"1","Forward",NA,280,200,"2",NA,0.868478189354563,-0.131521810645437,230.287878787879,"cst","2","1","1","3","3","2","numeric","spd_mean",NA,116
39,NA,"Man",NA,"2","Forward",NA,300,120,"2",NA,2.8110359187923,1.8110359187923,42.6888888888889,"acc","3","2","1","3","2","2","numeric","spd_mean",NA,124
40,NA,"Man",NA,"4","Forward",NA,340,280,"3",NA,3.79760041731873,2.79760041731873,73.7307692307692,"acc","3","3","1","3","3","2","numeric","spd_mean",NA,124
41,NA,"Man",NA,"5","Forward",NA,300,230,"3",NA,1.60284386878784,0.602843868787836,143.49494949495,"cst","4","1","1","3","1","2","numeric","spd_mean",NA,124
42,NA,"Woman",NA,"4","Backward",NA,310,310,"2",NA,1.49829876286605,0.498298762866051,206.901325478645,"dec","4","1","1","2","1","5","numeric","spd_mean",NA,124
43,NA,"Woman",NA,"5","Forward",NA,250,200,"3",NA,3.62656211712816,2.62656211712816,55.1486486486486,"acc","4","1","2","3","1","2","numeric","spd_mean",NA,124
46,NA,"Woman",NA,"3","Forward",NA,300,100,"2",NA,2.11009174311927,1.11009174311927,47.3913043478261,"acc","1","2","3","2","1","3","numeric","spd_mean",NA,124
47,NA,"Woman",NA,"2","Forward",NA,250,200,"3",NA,1.14826871855579,0.148268718555786,174.175257731959,"cst","2","3","2","2","3","5","numeric","spd_mean",NA,116
48,NA,"Woman",NA,"1","Forward",NA,350,225,"3",NA,1.3274545683998,0.327454568399798,169.497326203209,"cst","3","2","1","4","2","5","numeric","spd_mean",NA,116
49,NA,"Woman",NA,"6","Backward",NA,300,225,"2",NA,0.957179976885056,-0.0428200231149436,235.065510597303,"cst","2","4","1","3","3","5","numeric","spd_mean",NA,116
50,NA,"Man",NA,"5","Forward",NA,320,220,"2",NA,0.926523850970042,-0.0734761490299576,237.446666666667,"dec","3","1","1","2","2","5","numeric","spd_mean",NA,116
51,NA,"Man",NA,"2","Backward",NA,318,210,"3",NA,0.946326547034683,-0.0536734529653174,221.910714285714,"cst","4","3","1","2","1","3","numeric","spd_mean",NA,116
52,NA,"Woman",NA,"4","Backward",NA,270,270,"3",NA,1.31588885891557,0.315888858915565,205.184501845018,"cst","4","3","1","3","1","1","numeric","spd_mean",NA,116
53,NA,"Man",NA,"2","Backward",NA,420,350,"3",NA,1.49391175315323,0.493911753153232,234.284253578732,"cst","3","2","1","1","2","2","numeric","spd_mean",NA,116
55,NA,"Man",NA,"3","Backward",NA,300,200,"2",NA,1.29605701084616,0.296057010846157,154.31419939577,"cst","3","3","1","3","1","4","numeric","spd_mean",NA,124
56,NA,"Woman",NA,"6","Forward",NA,365,340,"3",NA,1.65305265568639,0.653052655686394,205.680078508342,"dec","2","2","3","1","3","5","numeric","spd_mean",NA,124
57,NA,"Woman",NA,"5","Forward",NA,300,250,"2",NA,1.17703884482408,0.17703884482408,212.397408207343,"dec","3","1","1","3","1","3","numeric","spd_mean",NA,124
58,NA,"Woman",NA,"1","Backward",NA,298,120,"2",NA,0.576358778960277,-0.423641221039723,208.203647416413,"dec","3","3","1","4","1","1","numeric","spd_mean",NA,124
59,NA,"Woman",NA,"5","Backward",NA,360,250,"3",NA,1.14354903807346,0.143549038073456,218.617647058824,"cst","3","2","1","2","1","3","numeric","spd_mean",NA,116
60,NA,"Woman",NA,"2","Forward",NA,350,290,"3",NA,6.05970149253731,5.05970149253731,47.8571428571429,"acc","2","2","1","3","1","2","numeric","spd_mean",NA,124
61,NA,"Man",NA,"3","Backward",NA,300,150,"2",NA,0.894507722583338,-0.105492277416662,167.69,"cst","3","2","1","3","2","2","numeric","spd_mean",NA,116
62,NA,"Man",NA,"5","Forward",NA,330,280,"2",NA,1.29131007679715,0.291310076797146,216.834054834055,"cst","4","1","1","2","1","1","numeric","spd_mean",NA,116
63,NA,"Woman",NA,"6","Backward",NA,250,100,"1",NA,0.441889879761123,-0.558110120238877,226.300724637681,"cst","3","2","3","1","1","2","numeric","spd_mean",NA,116
64,NA,"Woman",NA,"2","Forward",NA,300,250,"3",NA,1.07461125660831,0.0746112566083053,232.642268041237,"cst","3","1","1","3","1","2","numeric","spd_mean",NA,116
65,NA,"Man",NA,"2","Forward",NA,315,280,"2",NA,1.1993591995134,0.199359199513403,233.458,"cst","3","3","1","3","1","4","numeric","spd_mean",NA,116
66,NA,"Woman",NA,"6","Backward",NA,300,230,"1",NA,0.978362539054162,-0.0216374609458384,235.086678832117,"cst","4","2","3","2","1","2","numeric","spd_mean",NA,116
67,NA,"Woman",NA,"1","Forward",NA,250,100,"1",NA,2.10440010931949,1.10440010931949,47.5194805194805,"acc","3","2","1","4","1","1","numeric","spd_mean",NA,124
69,NA,"Man",NA,"4","Forward",NA,320,200,"3",NA,1.02095449090741,0.0209544909074126,195.895117540687,"cst","4","2","1","3","1","5","numeric","spd_mean",NA,124
70,NA,"Woman",NA,"3","Forward",NA,392,300,"2",NA,1.47114115435383,0.471141154353826,203.923327895595,"cst","4","2","1","4","1","5","numeric","spd_mean",NA,124
71,NA,"Woman",NA,"4","Backward",NA,280,200,"2",NA,0.871139269148094,-0.128860730851906,229.584415584416,"cst","4","1","1","3","1","5","numeric","spd_mean",NA,116
72,NA,"Woman",NA,"1","Forward",NA,250,200,"1",NA,2.92948315547186,1.92948315547186,68.2714285714286,"acc","3","2","1","3","1","2","numeric","spd_mean",NA,116
73,NA,"Woman",NA,"2","Forward",NA,300,290,"3",NA,2.87818152713302,1.87818152713302,100.758064516129,"acc","3","3","1","3","3","2","numeric","spd_mean",NA,116
