"","participants","age","sex","laterality","order","orientation","knwYesNo_est","knw_est","est","est_conf","est_meta","RE_est","ER_est","obj_est","ep_est","pot","homogeneity_pot","sadness","happiness","boredom","est_strat","format","type","outliers","theo_dur","ME","RME","ERM"
"1222",135,23,"Woman","Right-handed",1,"Backward",NA,220,188.222222222222,2,NA,0.743961352657005,-0.256038647342995,253,"cst",3,3,1,3,2,2,"graphic","spd_inst",NA,116,199.111111111111,0.787000439174353,-0.212999560825647
"1242",137,19,"Man","Right-handed",4,"Backward",NA,200,145.555555555556,2,NA,0.632850241545894,-0.367149758454106,230,"cst",3,2,1,3,2,2,"graphic","spd_inst",NA,116,157.777777777778,0.685990338164251,-0.314009661835749
"1252",138,52,"Man","Right-handed",6,"Backward",NA,250,250,3,NA,0.980392156862745,-0.0196078431372549,255,"cst",2,1,2,3,3,5,"graphic","spd_inst",NA,116,250,0.980392156862745,-0.0196078431372549
"1262",140,35,"Woman","Right-handed",6,"Backward",NA,300,226.666666666667,2,NA,0.778923253150057,-0.221076746849943,291,"cst",2,3,1,2,3,1,"graphic","spd_inst",NA,116,213.333333333333,0.733104238258877,-0.266895761741123
"1272",141,21,"Man","Left-handed",1,"Backward",NA,280,115.111111111111,2,NA,1.43888888888889,0.438888888888889,80,"dec",3,2,1,3,3,3,"graphic","spd_inst",NA,116,107.555555555556,1.34444444444444,0.344444444444444
"1281",142,20,"Woman","Right-handed",3,"Backward",NA,300,96.6666666666667,2,NA,1.79012345679012,0.790123456790124,54,"acc",3,1,1,3,2,5,"graphic","spd_inst",NA,124,88.3333333333333,1.6358024691358,0.635802469135803
"1291",143,38,"Man","Right-handed",5,"Forward",NA,200,122.222222222222,2,NA,0.428849902534113,-0.571150097465887,285,"cst",4,1,1,3,1,2,"graphic","spd_inst",NA,116,151.111111111111,0.530214424951267,-0.469785575048733
"1302",144,22,"Man","Right-handed",3,"Forward",NA,320,71.1111111111111,3,NA,0.808080808080808,-0.191919191919192,88,"dec",3,3,1,3,2,5,"graphic","spd_inst",NA,116,60.5555555555556,0.688131313131313,-0.311868686868687
"1312",145,19,"Man","Left-handed",3,"Forward",NA,200,146.666666666667,2,NA,0.695102685624013,-0.304897314375987,211,"acc",3,3,3,2,1,2,"graphic","spd_inst",NA,124,148.333333333333,0.703001579778831,-0.296998420221169
"1322",146,35,"Woman","Left-handed",2,"Backward",NA,350,NA,2,NA,NA,NA,293,"cst",3,3,1,3,2,3,"graphic","spd_inst",NA,124,280,0.955631399317406,-0.0443686006825939
"1342",148,70,"Man","Right-handed",5,"Backward",NA,300,196.666666666667,3,NA,0.671217292377702,-0.328782707622298,293,"cst",3,2,1,3,2,1,"graphic","spd_inst",NA,124,223.333333333333,0.762229806598407,-0.237770193401593
"1352",149,18,"Woman","Right-handed",5,"Backward",NA,200,166.666666666667,2,NA,0.709219858156029,-0.290780141843972,235,"cst",3,3,1,3,1,2,"graphic","spd_inst",NA,124,163.333333333333,0.695035460992908,-0.304964539007093
"1361",150,49,"Woman","Right-handed",3,"Backward",NA,300,NA,2,NA,NA,NA,235,"cst",2,3,1,4,1,6,"graphic","spd_inst",NA,124,250,1.06382978723404,0.0638297872340425
"1372",151,18,"Woman","Right-handed",1,"Backward",NA,200,102.222222222222,1,NA,0.396210163652024,-0.603789836347976,258,"cst",3,3,1,4,1,1,"graphic","spd_inst",NA,124,126.111111111111,0.488802756244616,-0.511197243755384
"1382",152,20,"Woman","Right-handed",1,"Backward",NA,300,246.666666666667,1,NA,0.956072351421189,-0.0439276485788114,258,"cst",3,4,1,4,1,1,"graphic","spd_inst",NA,124,248.333333333333,0.962532299741602,-0.0374677002583979
"1402",154,25,"Man","Right-handed",4,"Backward",NA,400,344.444444444444,3,NA,1.23015873015873,0.23015873015873,280,"cst",4,3,2,3,1,2,"graphic","spd_inst",NA,124,362.222222222222,1.2936507936508,0.293650793650793
"1422",156,26,"Man","Right-handed",6,"Forward",NA,310,NA,3,NA,NA,NA,285,"cst",2,3,1,2,2,2,"graphic","spd_inst",NA,124,140,0.491228070175439,-0.508771929824561
"1432",157,67,"Man","Left-handed",4,"Forward",NA,280,222.444444444444,3,NA,0.823868312757202,-0.176131687242798,270,"cst",2,3,1,1,2,3,"graphic","spd_inst",NA,124,251.222222222222,0.930452674897121,-0.0695473251028805
"1442",159,40,"Man","Right-handed",6,"Backward",NA,380,255.444444444444,3,NA,1.66957153231663,0.66957153231663,153,"dec",3,4,1,3,1,2,"graphic","spd_inst",NA,124,277.722222222222,1.81517792302106,0.81517792302106
"1452",160,20,"Man","Left-handed",3,"Backward",NA,200,140,2,NA,1.05263157894737,0.0526315789473684,133,"dec",2,3,2,2,3,5,"graphic","spd_inst",NA,124,170,1.2781954887218,0.278195488721805
"1462",161,61,"Woman","Right-handed",6,"Forward",NA,200,115.555555555556,3,NA,0.563685636856369,-0.436314363143631,205,"acc",2,1,1,3,1,2,"graphic","spd_inst",NA,116,117.777777777778,0.574525745257453,-0.425474254742547
"1472",162,26,"Woman","Right-handed",1,"Forward",NA,100,71.1111111111111,2,NA,0.629301868239921,-0.370698131760079,113,"acc",4,2,1,3,1,3,"graphic","spd_inst",NA,116,185.555555555556,1.64208456243855,0.642084562438546
"1482",163,24,"Woman","Left-handed",1,"Backward",NA,280,196,3,NA,0.837606837606838,-0.162393162393162,234,"cst",3,2,1,3,1,2,"graphic","spd_inst",NA,116,163,0.696581196581197,-0.303418803418803
"1492",164,49,"Woman","Right-handed",2,"Backward",NA,300,188.333333333333,3,NA,1.2390350877193,0.239035087719298,152,"cst",3,2,1,2,1,2,"graphic","spd_inst",NA,116,184.166666666667,1.21162280701754,0.211622807017543
"1502",165,29,"Man","Right-handed",2,"Backward",NA,320,243.555555555556,3,NA,0.86984126984127,-0.13015873015873,280,"cst",3,3,3,3,1,5,"graphic","spd_inst",NA,116,261.777777777778,0.934920634920635,-0.065079365079365
"1512",166,25,"Woman","Right-handed",6,"Forward",NA,230,152.055555555556,1,NA,0.533528265107212,-0.466471734892788,285,"cst",2,2,1,2,3,2,"graphic","spd_inst",NA,116,176.027777777778,0.617641325536062,-0.382358674463938
"1522",167,70,"Woman","Right-handed",5,"Backward",NA,250,NA,2,NA,NA,NA,283,"cst",3,3,1,2,1,2,"graphic","spd_inst",NA,116,190,0.671378091872792,-0.328621908127208
"1532",168,26,"Man","Right-handed",2,"Backward",NA,370,273.388888888889,2,NA,1.05149572649573,0.0514957264957266,260,"cst",3,1,3,2,4,5,"graphic","spd_inst",NA,116,286.694444444445,1.10267094017094,0.10267094017094
"1542",169,29,"Man","Right-handed",2,"Forward",NA,320,227.555555555556,2,NA,0.910222222222222,-0.0897777777777777,250,"cst",2,1,2,3,3,5,"graphic","spd_inst",NA,116,263.777777777778,1.05511111111111,0.0551111111111112
"1552",170,39,"Man","Right-handed",4,"Backward",NA,300,NA,2,NA,NA,NA,240,"cst",2,1,1,2,2,2,"graphic","spd_inst",NA,116,200,0.833333333333333,-0.166666666666667
"1562",171,22,"Woman","Right-handed",4,"Backward",NA,277,246.222222222222,2,NA,0.929140461215933,-0.0708595387840672,265,"cst",3,2,1,3,2,5,"graphic","spd_inst",NA,116,248.111111111111,0.936268343815513,-0.0637316561844865
"1572",172,40,"Woman","Right-handed",5,"Backward",NA,200,155.555555555556,2,NA,0.610021786492375,-0.389978213507625,255,"cst",2,4,1,4,3,2,"graphic","spd_inst",NA,116,177.777777777778,0.697167755991285,-0.302832244008715
"1581",173,60,"Woman","Right-handed",4,"Forward",NA,190,154.111111111111,1,NA,0.575041459369818,-0.424958540630182,268,"cst",3,1,3,2,1,6,"graphic","spd_inst",NA,116,172.055555555555,0.641998341625208,-0.358001658374792
"1592",174,42,"Woman","Right-handed",1,"Forward",NA,300,NA,3,NA,NA,NA,82,"dec",NA,1,1,2,2,2,"graphic","spd_inst",NA,116,120,1.46341463414634,0.463414634146341
"1602",175,29,"Woman","Right-handed",3,"Forward",NA,350,287.777777777778,1,NA,1.33850129198966,0.338501291989664,215,"dec",3,3,1,2,3,2,"graphic","spd_inst",NA,116,243.888888888889,1.1343669250646,0.134366925064599
"1612",177,47,"Woman","Right-handed",2,"Backward",NA,300,300,3,NA,1.0989010989011,0.0989010989010989,273,"cst",3,3,2,3,2,5,"graphic","spd_inst",NA,124,300,1.0989010989011,0.0989010989010989
"1622",178,40,"Woman","Right-handed",6,"Backward",NA,200,131.111111111111,2,NA,0.476767676767677,-0.523232323232323,275,"cst",3,2,1,2,2,3,"graphic","spd_inst",NA,124,190.555555555555,0.692929292929293,-0.307070707070707
"1632",179,54,"Man","Right-handed",1,"Forward",NA,300,103.333333333333,2,NA,1.91358024691358,0.91358024691358,54,"acc",3,3,2,3,2,2,"graphic","spd_inst",NA,116,91.6666666666665,1.69753086419753,0.697530864197531
"1642",182,NA,"Man",NA,3,"Forward",NA,300,255,3,NA,0.99609375,-0.00390625,256,"cst",4,1,1,3,1,5,"graphic","spd_inst",NA,124,272.5,1.064453125,0.064453125
"1652",187,45,"Man","Right-handed",1,"Forward",NA,320,160,3,NA,0.776699029126214,-0.223300970873786,206,"dec",3,2,2,2,3,5,"graphic","spd_inst",NA,124,140,0.679611650485437,-0.320388349514563
"1662",188,38,"Man","Right-handed",6,"Forward",NA,180,128,2,NA,0.457142857142857,-0.542857142857143,280,"acc",3,2,1,3,3,2,"graphic","spd_inst",NA,116,169,0.603571428571429,-0.396428571428572
"1672",189,38,"Woman","Right-handed",2,"Backward",NA,300,220,3,NA,0.771929824561403,-0.228070175438597,285,"cst",3,2,1,2,2,1,"graphic","spd_inst",NA,116,235,0.824561403508771,-0.175438596491229
"1682",191,50,"Man","Right-handed",6,"Forward",NA,300,NA,3,NA,NA,NA,285,"cst",3,2,1,3,1,5,"graphic","spd_inst",NA,124,300,1.05263157894737,0.0526315789473684
"1692",192,21,"Man","Right-handed",2,"Forward",NA,400,NA,2,NA,NA,NA,291,"cst",3,3,1,2,1,2,"graphic","spd_inst",NA,124,380,1.30584192439863,0.305841924398625
"1702",194,63,"Man","Left-handed",3,"Forward",NA,250,NA,2,NA,NA,NA,231,"cst",2,2,2,2,2,2,"graphic","spd_inst",NA,124,250,1.08225108225108,0.0822510822510823
"1712",197,23,"Woman","Right-handed",2,"Forward",NA,180,145,2,NA,0.557692307692308,-0.442307692307692,260,"cst",3,2,1,2,1,2,"graphic","spd_inst",NA,116,152.5,0.586538461538461,-0.413461538461539
"1722",198,26,"Woman","Right-handed",1,"Backward",NA,350,70,2,NA,1.2962962962963,0.296296296296296,54,"acc",3,1,1,3,1,1,"graphic","spd_inst",NA,116,80,1.48148148148148,0.481481481481482
"1732",199,42,"Man","Left-handed",5,"Backward",NA,300,260,3,NA,0.896551724137931,-0.103448275862069,290,"cst",3,2,1,3,1,2,"graphic","spd_inst",NA,116,280,0.96551724137931,-0.0344827586206897
"1742",200,30,"Man","Right-handed",6,"Forward",NA,363,NA,2,NA,NA,NA,104,"dec",3,3,1,3,1,2,"graphic","spd_inst",NA,116,90,0.865384615384615,-0.134615384615385
"1752",201,35,"Man","Right-handed",2,"Forward",NA,390,268.666666666667,3,NA,1.01767676767677,0.0176767676767677,264,"cst",3,3,1,3,3,6,"graphic","spd_inst",NA,116,284.333333333333,1.07702020202021,0.0770202020202019
"1762",202,30,"Woman","Right-handed",4,"Forward",NA,530,197.277777777778,1,NA,1.28102453102453,0.281024531024531,154,"dec",2,4,1,3,3,2,"graphic","spd_inst",NA,116,168.638888888889,1.09505772005772,0.0950577200577201
"1772",206,49,"Woman","Right-handed",4,"Forward",NA,250,198.611111111111,2,NA,0.692024777390631,-0.307975222609369,287,"dec",4,2,1,3,1,3,"graphic","spd_inst",NA,124,199.305555555555,0.694444444444444,-0.305555555555555
"1781",207,26,"Man","Right-handed",1,"Backward",NA,300,188.333333333333,3,NA,1.25555555555556,0.255555555555556,150,"acc",3,1,1,3,3,5,"graphic","spd_inst",NA,116,204.166666666667,1.36111111111111,0.361111111111111
"1792",208,41,"Woman","Left-handed",3,"Forward",NA,300,300,3,NA,1.05263157894737,0.0526315789473684,285,"cst",3,1,1,4,1,5,"graphic","spd_inst",NA,124,300,1.05263157894737,0.0526315789473684
"1802",209,72,"Man","Right-handed",4,"Forward",NA,305,250.777777777778,3,NA,0.841536167039523,-0.158463832960477,298,"cst",3,3,1,3,1,3,"graphic","spd_inst",NA,124,255.388888888889,0.857009694258017,-0.142990305741984
"1813",210,58,"Man","Right-handed",4,"Backward",NA,220,169.888888888889,2,NA,0.596101364522417,-0.403898635477583,285,"cst",3,3,2,3,2,5,"graphic","spd_inst",NA,124,209.944444444445,0.736647173489279,-0.263352826510722
"1822",211,69,"Woman","Right-handed",6,"Backward",NA,350,73.8888888888889,2,NA,0.890227576974565,-0.109772423025435,83,"dec",NA,1,2,3,1,2,"graphic","spd_inst",NA,124,76.9444444444445,0.927041499330656,-0.072958500669344
"1832",212,55,"Woman","Right-handed",5,"Forward",NA,400,197.777777777778,2,NA,0.735233374638579,-0.264766625361421,269,"cst",3,2,2,2,1,5,"graphic","spd_inst",NA,124,198.888888888889,0.739363899215201,-0.260636100784799
"1842",213,50,"Man","Right-handed",5,"Forward",NA,300,NA,3,NA,NA,NA,290,"cst",3,3,1,3,1,2,"graphic","spd_inst",NA,124,280,0.96551724137931,-0.0344827586206897
"1852",214,31,"Woman","Right-handed",4,"Backward",NA,280,98,3,NA,1.15294117647059,0.152941176470588,85,"dec",3,2,1,3,1,5,"graphic","spd_inst",NA,124,79,0.929411764705883,-0.070588235294118
"1861",215,27,"Man","Right-handed",3,"Backward",NA,300,NA,2,NA,NA,NA,60,"dec",4,NA,1,4,1,2,"graphic","spd_inst",NA,124,60,1,0
"1872",216,24,"Woman","Left-handed",6,"Backward",NA,250,72.2222222222222,2,NA,0.687830687830688,-0.312169312169312,105,"acc",4,1,1,4,1,2,"graphic","spd_inst",NA,116,66.1111111111111,0.62962962962963,-0.37037037037037
"1882",217,37,"Woman","Right-handed",1,"Backward",NA,250,223.611111111111,2,NA,0.972222222222222,-0.0277777777777778,230,"acc",4,1,1,1,1,2,"graphic","spd_inst",NA,116,211.805555555555,0.920893719806763,-0.0791062801932369
"1892",218,21,"Man","Right-handed",5,"Forward",NA,250,86.1111111111111,2,NA,1.43518518518519,0.435185185185185,60,"dec",3,1,1,2,2,2,"graphic","spd_inst",NA,116,73.0555555555555,1.2175925925926,0.217592592592593
"1902",219,26,"Woman","Right-handed",2,"Backward",NA,290,106.333333333333,4,NA,0.69047619047619,-0.30952380952381,154,"dec",3,4,2,2,1,2,"graphic","spd_inst",NA,116,103.166666666667,0.66991341991342,-0.33008658008658
"1913",220,22,"Woman","Right-handed",3,"Forward",NA,260,212.333333333333,1,NA,1.41555555555556,0.415555555555556,150,"acc",4,3,3,2,2,5,"graphic","spd_inst",NA,116,221.166666666667,1.47444444444444,0.474444444444445
"1922",221,34,"Woman","Right-handed",4,"Forward",NA,315,306.25,3,NA,1.13425925925926,0.134259259259259,270,"cst",4,3,2,2,4,5,"graphic","spd_inst",NA,116,310.625,1.15046296296297,0.150462962962963
"1931",222,27,"Man","Right-handed",1,"Forward",NA,320,234.666666666667,3,NA,1.56444444444444,0.564444444444444,150,"acc",3,2,1,3,2,3,"graphic","spd_inst",NA,116,252.333333333333,1.68222222222222,0.682222222222222
"1942",223,37,"Man","Right-handed",2,"Backward",NA,300,NA,2,NA,NA,NA,150,"dec",3,3,2,3,1,3,"graphic","spd_inst",NA,116,140,0.933333333333333,-0.0666666666666667
"1952",224,26,"Woman","Right-handed",2,"Backward",NA,310,115.388888888889,2,NA,1.92314814814815,0.923148148148148,60,"dec",3,3,3,2,1,5,"graphic","spd_inst",NA,116,92.6944444444445,1.54490740740741,0.544907407407408
"1962",225,37,"Woman","Left-handed",5,"Forward",NA,250,161.111111111111,2,NA,0.654923215898826,-0.345076784101174,246,"cst",3,2,2,3,2,1,"graphic","spd_inst",NA,116,170.555555555555,0.693315266485999,-0.306684733514001
"1972",226,21,"Man","Right-handed",1,"Backward",NA,300,226.666666666667,3,NA,0.93278463648834,-0.0672153635116599,243,"dec",4,1,1,3,1,5,"graphic","spd_inst",NA,116,238.333333333333,0.98079561042524,-0.01920438957476
"1982",227,33,"Woman","Left-handed",6,"Backward",NA,250,87.5,2,NA,0.972222222222222,-0.0277777777777778,90,"dec",3,3,1,3,2,2,"graphic","spd_inst",NA,116,133.75,1.48611111111111,0.486111111111111
"1992",229,46,"Man","Right-handed",3,"Forward",NA,300,261.666666666667,3,NA,1.13768115942029,0.13768115942029,230,"acc",3,2,1,3,1,5,"graphic","spd_inst",NA,116,280.833333333333,1.22101449275363,0.221014492753624
"2002",231,35,"Woman","Right-handed",6,"Forward",NA,250,190.277777777778,1,NA,0.649412210845658,-0.350587789154342,293,"cst",2,3,1,2,1,2,"graphic","spd_inst",NA,116,207.638888888889,0.70866514979143,-0.291334850208571
"2012",232,22,"Man","Left-handed",2,"Backward",NA,300,278.333333333333,3,NA,0.94671201814059,-0.0532879818594103,294,"cst",3,1,1,2,1,5,"graphic","spd_inst",NA,116,279.166666666667,0.949546485260771,-0.0504535147392289
"2022",233,36,"Man","Left-handed",5,"Backward",NA,300,288.333333333333,3,NA,1.01169590643275,0.0116959064327485,285,"cst",2,3,1,3,1,2,"graphic","spd_inst",NA,116,294.166666666667,1.03216374269006,0.0321637426900584
"2032",234,35,"Woman","Right-handed",3,"Backward",NA,360,300,2,NA,1.13207547169811,0.132075471698113,265,"cst",3,3,3,3,1,2,"graphic","spd_inst",NA,116,330,1.24528301886793,0.245283018867925
"2042",235,24,"Woman","Left-handed",1,"Backward",NA,353,262.788888888889,2,NA,1.0107264957265,0.0107264957264957,260,"cst",3,3,1,3,2,2,"graphic","spd_inst",NA,116,261.394444444445,1.00536324786325,0.00536324786324785
"2052",236,30,"Man","Right-handed",3,"Backward",NA,300,225,3,NA,0.957446808510638,-0.0425531914893617,235,"cst",2,1,2,3,1,2,"graphic","spd_inst",NA,116,217.5,0.925531914893617,-0.0744680851063829
"2062",238,40,"Man","Left-handed",4,"Forward",NA,300,95,3,NA,1.09195402298851,0.0919540229885057,87,"dec",3,3,1,4,1,2,"graphic","spd_inst",NA,116,87.5,1.00574712643678,0.0057471264367816
"2072",239,22,"Man","Left-handed",5,"Forward",NA,315,264.25,3,NA,0.989700374531835,-0.0102996254681648,267,"cst",3,1,1,3,2,5,"graphic","spd_inst",NA,124,282.125,1.05664794007491,0.0566479400749066
"2082",240,51,"Woman","Right-handed",6,"Backward",NA,200,148.888888888889,1,NA,0.676767676767677,-0.323232323232323,220,"cst",3,3,NA,4,1,2,"graphic","spd_inst",NA,124,159.444444444445,0.724747474747475,-0.275252525252525
"2091",241,29,"Man","Left-handed",4,"Backward",NA,265,132.5,NA,NA,0.51556420233463,-0.48443579766537,257,"cst",1,2,1,3,4,2,"graphic","spd_inst",NA,124,156.25,0.607976653696498,-0.392023346303502
"2102",242,24,"Man","Right-handed",1,"Forward",NA,250,161.111111111111,2,NA,0.607966457023061,-0.392033542976939,265,"cst",3,1,1,3,2,2,"graphic","spd_inst",NA,124,180.555555555555,0.681341719077568,-0.318658280922432
"2113",244,18,"Woman","Right-handed",2,"Backward",NA,300,263.333333333333,3,NA,0.989974937343358,-0.0100250626566417,266,"cst",3,2,1,3,3,4,"graphic","spd_inst",NA,124,266.666666666667,1.00250626566416,0.00250626566416035
"2122",245,18,"Man","Right-handed",1,"Backward",NA,260,221,2,NA,0.846743295019157,-0.153256704980843,261,"cst",2,3,2,2,3,5,"graphic","spd_inst",NA,124,230.5,0.883141762452107,-0.116858237547893
"2132",246,18,"Man","Right-handed",5,"Forward",NA,330,267.666666666667,3,NA,1.01388888888889,0.013888888888889,264,"cst",2,1,1,3,1,5,"graphic","spd_inst",NA,124,283.833333333333,1.07512626262626,0.0751262626262625
"2141",248,26,"Woman","Right-handed",2,"Forward",NA,298,130.788888888889,2,NA,0.947745571658615,-0.0522544283413848,138,"dec",4,1,1,3,1,2,"graphic","spd_inst",NA,124,115.394444444445,0.836191626409017,-0.163808373590982
"2152",249,21,"Woman","Right-handed",1,"Backward",NA,335,294.055555555556,3,NA,1.0139846743295,0.0139846743295019,290,"cst",2,1,2,2,3,5,"graphic","spd_inst",NA,116,297.027777777778,1.02423371647509,0.0242337164750958
"2162",250,33,"Man","Right-handed",4,"Forward",NA,320,272,3,NA,0.928327645051195,-0.0716723549488055,293,"cst",2,3,1,4,2,2,"graphic","spd_inst",NA,116,281,0.959044368600683,-0.0409556313993174
"2182",252,22,"Woman","Right-handed",5,"Forward",NA,300,211.666666666667,2,NA,0.962121212121212,-0.0378787878787878,220,"cst",3,2,2,3,2,2,"graphic","spd_inst",NA,116,255.833333333333,1.16287878787879,0.162878787878788
"2192",253,24,"Man","Left-handed",3,"Backward",NA,300,106.666666666667,2,NA,0.790123456790124,-0.209876543209877,135,"acc",2,2,1,3,1,1,"graphic","spd_inst",NA,116,113.333333333333,0.839506172839506,-0.160493827160494
"2202",256,19,"Woman","Right-handed",5,"Backward",NA,250,154.166666666667,2,NA,0.522598870056497,-0.477401129943503,295,"cst",3,2,1,4,1,5,"graphic","spd_inst",NA,116,177.083333333333,0.600282485875706,-0.399717514124294
"2213",257,19,"Man","Left-handed",3,"Forward",NA,270,NA,2,NA,NA,NA,155,"cst",2,2,3,3,2,6,"graphic","spd_inst",NA,116,100,0.645161290322581,-0.354838709677419
"2221",258,19,"Woman","Right-handed",4,"Backward",NA,250,154.166666666667,3,NA,1.00762527233115,0.00762527233115481,153,"cst",2,4,2,3,2,6,"graphic","spd_inst",NA,116,177.083333333333,1.1574074074074,0.157407407407407
"2232",259,36,"Man","Right-handed",6,"Forward",NA,350,264.444444444444,2,NA,1.22997416020672,0.229974160206718,215,"cst",3,2,1,3,2,2,"graphic","spd_inst",NA,116,272.222222222222,1.26614987080104,0.266149870801033
"2242",260,55,"Man","Right-handed",1,"Backward",NA,300,250,3,NA,1,0,250,"cst",3,2,2,3,1,2,"graphic","spd_inst",NA,116,250,1,0
"2252",261,30,"Woman","Right-handed",2,"Forward",NA,300,230,NA,NA,0.807017543859649,-0.192982456140351,285,"cst",2,2,2,3,3,5,"graphic","spd_inst",NA,116,240,0.842105263157894,-0.157894736842106
"2262",262,23,"Woman","Right-handed",4,"Forward",NA,300,NA,3,NA,NA,NA,269,"cst",3,3,1,3,1,2,"graphic","spd_inst",NA,116,280,1.04089219330855,0.0408921933085502
"2272",263,26,"Woman","Right-handed",6,"Backward",NA,320,96,3,NA,0.872727272727273,-0.127272727272727,110,"dec",3,3,1,3,2,5,"graphic","spd_inst",NA,116,93,0.845454545454545,-0.154545454545454
"2281",264,22,"Woman","Right-handed",5,"Forward",NA,280,113.555555555556,2,NA,0.709722222222222,-0.290277777777778,160,"acc",3,1,2,3,1,2,"graphic","spd_inst",NA,124,101.777777777778,0.636111111111111,-0.363888888888889
"2292",265,40,"Woman","Right-handed",3,"Forward",NA,600,210,2,NA,1.90909090909091,0.909090909090909,110,"dec",4,4,1,4,1,1,"graphic","spd_inst",NA,116,155,1.40909090909091,0.409090909090909
"2313",267,56,"Woman","Right-handed",2,"Forward",NA,300,NA,3,NA,NA,NA,275,"acc",3,3,NA,NA,3,1,"graphic","spd_inst",NA,124,300,1.09090909090909,0.0909090909090909
"2322",268,30,"Woman","Left-handed",4,"Forward",NA,320,277.333333333333,3,NA,0.936936936936937,-0.0630630630630629,296,"cst",3,1,1,3,1,2,"graphic","spd_inst",NA,124,288.666666666667,0.975225225225224,-0.0247747747747747
